utt_id,path,text,text_enhanced,spkid,start_s,end_s,problems
110622_A1204627352#17946#9005549509455417,110622/A1204627352#17946#9005549509455417.wav,NHẠC TÍCH TÓC,NHẠC TIK TOK,110622,1.2428243243243244,2.3241179163034,['Có từ tiếng Anh']
110622_A1204627352#17946#9005547934442139,110622/A1204627352#17946#9005547934442139.wav,NGƯỜI NHỆN NGƯỜI,NGƯỜI NHỆN NGƯỜI,110622,0.71,3.8,['Đọc khó nghe']
110622_A1204627352#17946#9005548886652118,110622/A1204627352#17946#9005548886652118.wav,TÔI SẼ ĐƯA RA NHỮNG ĐIỀU CƠ BẢN VỀ ĂN DẶM CHO TRẺ TỪ CÁC LOẠI THỊT BA NGƯỜI DỤNG CỤ CHẾ BIẾN,TÔI SẼ ĐƯA RA NHỮNG ĐIỀU CƠ BẢN VỀ ĂN DẶM CHO TRẺ TỪ CÁC LOẠI THỊT BA NGƯỜI DỤNG CỤ CHẾ BIẾN,110622,8.534839501805891e-16,8.775347683566434,['Đọc khó nghe']
110622_A1203190741#17945#9005550030982354,110622/A1203190741#17945#9005550030982354.wav,MỞ LU TÚT,MỞ BLUETOOTH,110622,1.19,1.9391162587412587,['Có từ tiếng Anh']
110622_A1203190741#17945#9005548247918472,110622/A1203190741#17945#9005548247918472.wav,TẮT LU TÚT,TẮT BLUETOOTH,110622,0.8990937500000001,1.9036836756993007,['Có từ tiếng Anh']
110622_A1203190741#17945#9005549181428318,110622/A1203190741#17945#9005549181428318.wav,MỞ LU TÚT,MỞ BLUETOOTH,110622,1.1689290865384614,2.0563209134615383,['Có từ tiếng Anh']
110622_A1203190741#17945#9005549526349498,110622/A1203190741#17945#9005549526349498.wav,MỞ LU TÚT,MỞ BLUETOOTH,110622,1.7152650786713288,2.702810314685314,['Có từ tiếng Anh']
110622_A1203190741#17945#9005549526215184,110622/A1203190741#17945#9005549526215184.wav,MỞ LU TÚT,MỞ BLUETOOTH,110622,1.72,2.6354277753496507,['Có từ tiếng Anh']
110622_A1203279917#17935#9005549330260231,110622/A1203279917#17935#9005549330260231.wav,TẮT BỜ LU TÚT,TẮT BLUETOOTH,110622,1.9278704028021012,3.698938557797941,['Có từ tiếng Anh']
110622_A1203577769#17932#9005548466852221,110622/A1203577769#17932#9005548466852221.wav,MỞ TIN VỌNG CỔ,MỞ TEEN VỌNG CỔ,110622,1.370259194395797,3.7128616462346753,['Có từ tiếng Anh']
110622_A1204051449#17929#9005550383891729,110622/A1204051449#17929#9005550383891729.wav,BẬT BÀI ĐOẠN TUYỆT NÀNG ĐI RI MÍCH,BẬT BÀI ĐOẠN TUYỆT NÀNG ĐI REMIX,110622,1.1292428817946505,3.351217644521138,['Có từ tiếng Anh']
110622_A1204051449#17929#9005549505405090,110622/A1204051449#17929#9005549505405090.wav,MỞ NHẠC ĐAO LOÁT,MỞ NHẠC DOWNLOAD,110622,1.139718075927524,2.427027394305437,['Có từ tiếng Anh']
110622_A1119145064#17921#9005549534113958,110622/A1119145064#17921#9005549534113958.wav,ANH ĐI NHÉ,ANH ĐI NHÉ,110622,2.85,5.090260539704264,['Đọc khó nghe']
110622_A1119145064#17921#9005548102067274,110622/A1119145064#17921#9005548102067274.wav,TRÒ CHƠI,TRÒ CHƠI,110622,0.0,3.7,['Đọc khó nghe']
110622_A1119145064#17921#9005548979260110,110622/A1119145064#17921#9005548979260110.wav,MỞ RA ĐI Ô,MỞ RADIO,110622,1.696728213977567,3.083407463330457,['Có từ tiếng Anh']
110622_A1112509595#2772#9005550455112857,110622/A1112509595#2772#9005550455112857.wav,MỞ TI VI KA RA Ô KÊ,MỞ TI VI KARAOKE,110622,1.671392148403796,4.422379961173425,['Có từ tiếng Anh']
110622_A1112509595#2772#9005548570113390,110622/A1112509595#2772#9005548570113390.wav,HÃY NÓI CHO TÔI BIẾT VỀ MỘT CHỮ SỐ TIẾP THEO CỦA BẠN,HÃY NÓI CHO TÔI BIẾT VỀ MỘT CHỮ SỐ TIẾP THEO CỦA BẠN,110622,1.56,4.886676189993604,['Đọc khó nghe']
110622_A1204767083#17893#9005550375933277,110622/A1204767083#17893#9005550375933277.wav,YÊU NHAU,YÊU NHAU,110622,0.0,5.356375,['Đọc khó nghe']
110622_A1204767083#17893#9005550376214603,110622/A1204767083#17893#9005550376214603.wav,CÂU CHUYỆN ,CÂU CHUYỆN ,110622,1.1559342105263153,3.7726644736842094,['Đọc khó nghe']
110622_A1204767083#17893#9005550169080551,110622/A1204767083#17893#9005550169080551.wav,TẮT ĐI OK GU GỒ,TẮT ĐI OK GOOGLE,110622,0.6442008196721312,3.51689929636131,['Có từ tiếng Anh']
110622_A1204767083#17893#9005550426073111,110622/A1204767083#17893#9005550426073111.wav,MỞ BÀI TRÌNH CỜ TRINH CƠ,MỞ BÀI JINGLE JINGLE,110622,1.5,3.690302739430543,['Có từ tiếng Anh']
110622_A1202394023#17881#9005547957440609,110622/A1202394023#17881#9005547957440609.wav,MỞ BÀI ÔN AI NÍT,MỞ BÀI ON I NEED,110622,1.286680004314064,2.6482950819672144,['Có từ tiếng Anh']
110622_A1204374706#17854#9005550341767125,110622/A1204374706#17854#9005550341767125.wav,MỞ NHẠC HÒA TẤU RI CHÁC CỜ LAY ĐE MỪN,MỞ NHẠC HÒA TẤU  RECHARD CLAYDERMAN,110622,1.760562553925798,4.5357262562851455,['Có từ tiếng Anh']
110622_A1112027879#2768#9005549393321370,110622/A1112027879#2768#9005549393321370.wav,THƠ NGUYỄN,THƠ NGUYỄN,110622,0.6881014883520274,1.7791943485763593,['Đọc khó nghe']
110622_A1112027879#2768#9005549392301790,110622/A1112027879#2768#9005549392301790.wav,KIẾM TẦM MÁY BẮN CHIM CHẾT,KIẾM TẦM MÁY BẮN CHIM CHẾT,110622,1.339438740293356,3.783856557377048,['Đọc khó nghe']
110622_A1112027879#2768#9005549407698323,110622/A1112027879#2768#9005549407698323.wav,TRỨNG KHỦNG LONG,TRỨNG KHỦNG LONG,110622,1.3189748705780848,2.7316797886108715,['Đọc khó nghe']
110622_A1203038069#17849#9005549603654889,110622/A1203038069#17849#9005549603654889.wav,BẬT BÀI BÂY BY SẮC,BẬT BÀI BABY SHARK,110622,1.696986302847282,4.639377804141501,['Có từ tiếng Anh']
110622_A1203038069#17849#9005548542138541,110622/A1203038069#17849#9005548542138541.wav,BẬT BÀI BÂY BY SẮC,BẬT BÀI BABY SHARK,110622,1.72590681622088,4.171622519413288,['Có từ tiếng Anh']
110622_A1203038069#17849#9005550376243696,110622/A1203038069#17849#9005550376243696.wav,SÂN SAI LÀ GÌ,SUNSHINE LÀ GÌ,110622,1.395912424503883,3.033150345125108,['Có từ tiếng Anh']
110622_A1203038069#17849#9005549603672281,110622/A1203038069#17849#9005549603672281.wav,BẬT BÀI BÂY BY SẮC,BẠT BÀI BABY SHARK,110622,1.426706751509922,4.249902933563416,['Có từ tiếng Anh']
110622_A1203038069#17849#9005550354814794,110622/A1203038069#17849#9005550354814794.wav,BẬT BÀI BÂY BY SẮC,BẬT BÀI BABY SHARK,110622,1.1525086281276964,3.1647950819672133,['Có từ tiếng Anh']
110622_A1203038069#17849#9005550376233076,110622/A1203038069#17849#9005550376233076.wav,SĂN SAI LÀ GÌ,SUNSHINE LÀ GÌ,110622,1.259222389991372,2.8727663934426237,['Có từ tiếng Anh']
110622_A1203677709#17841#9005550084078195,110622/A1203677709#17841#9005550084078195.wav,ƠI,ƠI,110622,0.0,2.81,"['Tạp âm', 'Đọc khó nghe']"
110622_A1048861188#17834#9005548009139227,110622/A1048861188#17834#9005548009139227.wav,TRÒ CHƠI CON MÈO,TRÒ CHƠI CON MÈO,110622,0.4827534364261169,2.686183419243987,['Đọc khó nghe']
110622_A1202996947#17831#9005550305335653,110622/A1202996947#17831#9005550305335653.wav,THƠ NGUYỄN Ở ĐÂU,THƠ NGUYỄN Ở ĐÂU,110622,2.761661726804124,4.296007509715649,['Đọc khó nghe']
110622_A1202996947#17831#9005550277368362,110622/A1202996947#17831#9005550277368362.wav,CÓ MƯA KHÔNG,CÓ MƯA KHÔNG,110622,1.3149484536082474,3.475372100515465,['Đọc khó nghe']
110622_A1210514563#17826#9005549912987383,110622/A1210514563#17826#9005549912987383.wav,HEIDI,HEIDI,110622,0.01,4.18,['Đọc khó nghe']
110622_A1119017283#17819#9005549829657191,110622/A1119017283#17819#9005549829657191.wav,NẾU MÀ MÀY BỊ BẮT THÌ PHẢI LÀM SAO,NẾU MÀ MÀY BỊ BẮT THÌ PHẢI LÀM SAO,110622,1.97,5.271998926116839,['Đọc khó nghe']
110622_A1203918142#17817#9005549691469491,110622/A1203918142#17817#9005549691469491.wav,CÔ ƠI CÔ,CÔ ƠI CÔ,110622,0.8598383805841929,3.118006013745705,['Tạp âm']
110622_A1203307359#17790#9005549050276245,110622/A1203307359#17790#9005549050276245.wav,BẬT ĐỂ HÀNH LANG,BẬT ĐỂ HÀNH LANG,110622,1.6452922036082474,3.5074077534364267,['Đọc khó nghe']
110622_A1203307359#17790#9005549591417607,110622/A1203307359#17790#9005549591417607.wav,GỌI CHO MẸ,GỌI CHO MẸ,110622,0.0,6.62,['Tạp âm']
110622_A1118320880#17781#9005548486734706,110622/A1118320880#17781#9005548486734706.wav,ĐANG DỪNG,ĐANG DỪNG,110622,0.0,2.291188085106383,['Đọc khó nghe']
110622_A1203165375#17777#9005549682851754,110622/A1203165375#17777#9005549682851754.wav,THỨ HAI,THỨ HAI,110622,0.5265536170212766,4.173908191489362,['Đọc khó nghe']
110622_A1203845313#17767#9005548697624793,110622/A1203845313#17767#9005548697624793.wav,NHỮNG BẢN NHẠC BA LÁT BUỒN,NHỮNG BẢN NHẠC BALLAD BUỒN,110622,2.34,4.925303191489362,['Có từ tiếng Anh']
110622_A1204365350#17767#9005548551818052,110622/A1204365350#17767#9005548551818052.wav,KONNICHIWA,KONNICHIWA,110622,1.751585638297872,2.751865,['Có từ tiếng Anh']
110622_A1203478291#17758#9005548810210104,110622/A1203478291#17758#9005548810210104.wav,CÓ THỂ LÀM CHO BẠN CÓ MỘT CÁI CHUYỆN CỔ TÍCH ĐIỂM GÌ CÔ CỨ THỬ ĐI,CÓ THỂ LÀM CHO BẠN CÓ MỘT CÁI CHUYỆN CỔ TÍCH ĐIỂM GÌ CÔ CỨ THỬ ĐI,110622,0.2723265957446809,4.09456005210595,['Đọc khó nghe']
110622_A1203478291#17758#9005549683547873,110622/A1203478291#17758#9005549683547873.wav,NHƯ CON GÀ,NHƯ CON GÀ,110622,0.4486230851063829,1.2202064893617015,['Đọc khó nghe']
110622_A1203478291#17758#9005549410481140,110622/A1203478291#17758#9005549410481140.wav,BÁN KẾT,BÁN KẾT,110622,1.0301334042553187,2.5401334042553185,['Đọc khó nghe']
110622_A1203478291#17758#9005548382552855,110622/A1203478291#17758#9005548382552855.wav,MỞ TIN TỨC U CỜ RAI NA,MỞ TIN TỨC UCRAINA,110622,1.25,2.884393191489361,['Có từ tiếng Anh']
110622_A1203024815#17747#9005550477687472,110622/A1203024815#17747#9005550477687472.wav,MỞ NHỮNG BÀI RI MÍCH HAY NHẤT HIỆN NAY,MỞ NHỮNG BÀI REMIX HAY NHẤT HIỆN NAY,110622,1.0461813829787234,4.213220744680852,['Có từ tiếng Anh']
110622_A1203738994#17746#9005547972325743,110622/A1203738994#17746#9005547972325743.wav,MỞ BÀI NÓT Ờ BAO LỚP,MỞ BÀI NOT ABOUT LOVE,110622,1.3762914893617026,3.94632340425532,['Có từ tiếng Anh']
110622_A1203127369#17711#9005550267241690,110622/A1203127369#17711#9005550267241690.wav,CÓ PHẢI MAI CA LÀ GU GỒ KHÔNG,CÓ PHẢI MAIKA LÀ GOOGLE KHÔNG,110622,1.053437227074236,3.3729699781659384,['Có từ tiếng Anh']
110622_A1118589905#17696#9005549839127793,110622/A1118589905#17696#9005549839127793.wav,MỞ ĐÈN TRẦN SÂU RUM,MỞ ĐÈN TRẦN SHOWROOM,110622,1.1296558951965066,2.513814847161573,['Có từ tiếng Anh']
110622_A1118589905#17696#9005549909423041,110622/A1118589905#17696#9005549909423041.wav,TẮT ĐÈN LON CÔNG,TẮT ĐÈN LON CÔNG,110622,1.7962929039301312,3.730663318777293,['Đọc khó nghe']
110622_A114021209#17683#9005548368666240,110622/A114021209#17683#9005548368666240.wav,CON GÌ ĐÂY,CON GÌ ĐÂY,110622,0.0,3.9559415938864633,['Đọc khó nghe']
110622_A1203775161#17675#9005549051136947,110622/A1203775161#17675#9005549051136947.wav,MỞ NHẠC SÀN RI MÍCH,MỞ NHẠC SÀN REMIX,110622,1.789525655021834,3.502259517154789,['Có từ tiếng Anh']
110622_A1203775161#17675#9005549671356440,110622/A1203775161#17675#9005549671356440.wav,MỞ NHẠC SÀN RI MÍCH,MỞ NHẠC SÀN REMIX,110622,1.260796834061135,3.00794541484716,['Có từ tiếng Anh']
110622_A1203306810#17663#9005548907878583,110622/A1203306810#17663#9005548907878583.wav,ĐANG NGHE ĐÂY,ĐANG NGHE ĐÂY,110622,1.8518934497816597,4.352724781659389,['Đọc khó nghe']
110622_A1202925199#17661#9005549675611735,110622/A1202925199#17661#9005549675611735.wav,BẬT QUẠT,BẬT QUẠT,110622,1.3070240174672487,2.019996724890829,['Audio trống']
110622_A1202925199#17661#9005548191821819,110622/A1202925199#17661#9005548191821819.wav,ĂN NGẬM,ĂN NGẬM,110622,1.925280786026201,4.931781004366809,['Đọc khó nghe']
110622_A1203983882#17657#9005549059434932,110622/A1203983882#17657#9005549059434932.wav,HÁT BÀI BÀI BBA BI SẮC ĐI,HÁT BÀI BÀI BABY SHARK,110622,1.326922925764192,3.060542358078602,['Có từ tiếng Anh']
110622_A1112294515#2709#9005548879957239,110622/A1112294515#2709#9005548879957239.wav,BẬT BÀI BÉP ÁP PỒ,BẬT BÀI PEP APPLE,110622,0.529051965065502,3.3055633187772937,['Có từ tiếng Anh']
110622_A1112294515#2709#9005550258853184,110622/A1112294515#2709#9005550258853184.wav,,,110622,0.140173362445415,1.274640174672489,['Đọc khó nghe']
110622_A1112294515#2709#9005549600209367,110622/A1112294515#2709#9005549600209367.wav,BẬT BÀI BẾP ÁP PỒ,BẬT BÀI PEP APPLE,110622,0.3464253275109169,2.665253930131004,['Có từ tiếng Anh']
110622_A1112294515#2709#9005549600248010,110622/A1112294515#2709#9005549600248010.wav,BẬT BÀI BẾP ÁP PỒ,BẬT BÀI PEP APPLE,110622,1.3614183406113536,4.566700909180975,['Có từ tiếng Anh']
110622_A1112294515#2709#9005549320016299,110622/A1112294515#2709#9005549320016299.wav,BẬT BÀI BẾP ÁP PỒ,BẬT BÀI PEP APPLE,110622,0.5137919213973801,3.2267497816593886,['Có từ tiếng Anh']
110622_A1112294515#2709#9005548880090928,110622/A1112294515#2709#9005548880090928.wav,BẬT BÀI BÉP ÁP PỒ,BẬT BÀI PEP APPLE,110622,1.77287019650655,4.876542005894816,['Có từ tiếng Anh']
110622_A1112294515#2709#9005548880066144,110622/A1112294515#2709#9005548880066144.wav,BẬT BÀI BÉP ÁP PỒ,BẬT BÀI PEP APPLE,110622,0.62,4.19,['Có từ tiếng Anh']
110622_A1112294515#2709#9005548323588818,110622/A1112294515#2709#9005548323588818.wav,MẸ ĐƯA CON ĐI MẸ CÓ PHẢI MẸ ĐÓN CON VỀ MẸ CŨNG PHẢI KÝ,MẸ ĐƯA CON ĐI MẸ CÓ PHẢI MẸ ĐÓN CON VỀ MẸ CŨNG PHẢI KÝ,110622,2.605638646288208,10.75635480349345,['Đọc khó nghe']
110622_A1112294515#2709#9005548964484098,110622/A1112294515#2709#9005548964484098.wav,BẬT BÀI BẾP ÁP PỒ,BẬT BÀI PEP APPLE,110622,1.1109694323144106,3.88645534801131,['Có từ tiếng Anh']
110622_A1112294515#2709#9005548879996313,110622/A1112294515#2709#9005548879996313.wav,BẬT BÀI PÉP ÁP PỒ,BẬT BÀI PEP APPLE,110622,0.543855240174673,3.3018425764192147,['Có từ tiếng Anh']
110622_A1112294515#2709#9005549320039530,110622/A1112294515#2709#9005549320039530.wav,BẬT BÀI PÉP ÁP PỒ,BẬT BÀI PEP APPLE,110622,0.5622870087336245,2.7544060043668104,['Có từ tiếng Anh']
110622_A1202227011#17655#9005549144215959,110622/A1202227011#17655#9005549144215959.wav,BỆNH VIỆN NHẠC,BỆNH VIỆN NHẠC,110622,1.149128602620087,2.3048224890829703,['Đọc khó nghe']
110622_A114078453#17654#9005548979782867,110622/A114078453#17654#9005548979782867.wav,BẬT ĐÈN PHÒNG NGỦ,BẬT ĐÈN PHÒNG NGỦ,110622,1.19035480349345,2.25839519650655,['Tạp âm']
110622_A1113378192#2700#9005548957429843,110622/A1113378192#2700#9005548957429843.wav,EM BÉ,EM BÉ,110622,0.0,4.2722510917030565,"['Tạp âm', 'Đọc khó nghe']"
110622_A1113655384#2697#9005548707796483,110622/A1113655384#2697#9005548707796483.wav,TRỰC TIẾP,TRỰC TIẾP,110622,0.0046305676855895,5.302,['Đọc khó nghe']
110622_A1113655384#2697#9005550028149833,110622/A1113655384#2697#9005550028149833.wav,GIA ĐÌNH,GIA ĐÌNH,110622,0.0,4.4545,['Đọc khó nghe']
110622_A1203512806#17615#9005548965279998,110622/A1203512806#17615#9005548965279998.wav,HÔM NAY LÀM GÌ,HÔM NAY LÀM GÌ,110622,0.01,5.27,"['Tạp âm', 'Đọc khó nghe']"
110622_A1112404795#17569#9005548866731033,110622/A1112404795#17569#9005548866731033.wav,GOÁT A DU ĐU INH NAO,WHAT ARE YOU DOING NOW?,110622,2.1030692139738,3.6596233624454153,['Có từ tiếng Anh']
110622_A1112342932#17564#9005549230329752,110622/A1112342932#17564#9005549230329752.wav,TRỜI ƠI,TRỜI ƠI,110622,2.122958549222798,4.87775,['Đọc khó nghe']
110622_A1203629650#17561#9005548394522007,110622/A1203629650#17561#9005548394522007.wav,BARBIE,BARBIE,110622,0.300464378238342,1.5711470207253888,"['Đọc khó nghe', 'Có từ tiếng Anh']"
110622_A1203629650#17561#9005549767800453,110622/A1203629650#17561#9005549767800453.wav,,,110622,0.5785589378238343,1.0785589378238345,['Đọc khó nghe']
110622_A1203027051#17555#9005549613192398,110622/A1203027051#17555#9005549613192398.wav,CÁI GÌ,CÁI GÌ,110622,0.15,2.84,['Đọc khó nghe']
110622_A114210723#17552#9005549822274996,110622/A114210723#17552#9005549822274996.wav,DỪNG LẠI,DỪNG LẠI,110622,1.24,3.67,['Đọc khó nghe']
110622_A114210723#17552#9005548441231162,110622/A114210723#17552#9005548441231162.wav,,,110622,1.4192244170984454,3.268460168393782,['Tạp âm']
110622_A114210723#17552#9005550169642254,110622/A114210723#17552#9005550169642254.wav,HÔM NAY ĐỂ MẸ CÙNG NGHE,HÔM NAY ĐỂ MẸ CÙNG NGHE,110622,2.032804835924007,4.66,['Tạp âm']
110622_A1202726959#17551#9005549221295754,110622/A1202726959#17551#9005549221295754.wav,NÓI GÌ KHÔNG,NÓI GÌ KHÔNG,110622,0.0,6.3,['Audio trống']
110622_A114981336#17546#9005549054363693,110622/A114981336#17546#9005549054363693.wav,ROBOT,ROBOT,110622,0.0,4.87,['Đọc khó nghe']
110622_A1202680800#17540#9005549690400717,110622/A1202680800#17540#9005549690400717.wav,CHỨ GÌ ĐÚNG KHÔNG RỒI TỤI BAY KIẾM CHUYỆNĐEM MẤY CÁI,CHỨ GÌ ĐÚNG KHÔNG RỒI TỤI BAY KIẾM CHUYỆN ĐEM MẤY CÁI,110622,0.0,4.05,['Đọc khó nghe']
110622_A1203389398#17527#9005548523309158,110622/A1203389398#17527#9005548523309158.wav,HÁT BÀI,,110622,2.009426911907067,4.363724854932302,['Đọc khó nghe']
110622_A1203389398#17527#9005549566170701,110622/A1203389398#17527#9005549566170701.wav,EM YÊU,EM YÊU,110622,0.0,3.03,['Đọc khó nghe']
110622_A1203389398#17527#9005549079196026,110622/A1203389398#17527#9005549079196026.wav,TRUYỆN CẬU BÉ NGƯỜI GỖ,TRUYỆN CẬU BÉ NGƯỜI GỖ,110622,0.0,6.84,['Đọc khó nghe']
110622_A1203389398#17527#9005549212244781,110622/A1203389398#17527#9005549212244781.wav,KỂ CHUYỆN NÀNG TIÊN ỐC,KỂ CHUYỆN NÀNG TIÊN ỐC,110622,1.74,3.9,['Đọc khó nghe']
110622_A1203389398#17527#9005548264973817,110622/A1203389398#17527#9005548264973817.wav,KỂ CHUYỆN TÍCH CHU,KỂ CHUYỆN TÍCH CHU,110622,1.26,3.21,['Đọc khó nghe']
110622_A1203105438#2301#9005549917324893,110622/A1203105438#2301#9005549917324893.wav,MAI CA ƠI,MAIKA ƠI,110622,2.845788880813954,3.578115310077519,['Audio trống']
110622_A1202103056#16006#9005548018240434,110622/A1202103056#16006#9005548018240434.wav,HAI ĐÔ LÀ MỘT NGÀN,2 ĐÔ LÀ 1 NGÀN,110622,0.2613799660852712,1.875805474806204,"['Tạp âm', 'Đọc khó nghe']"
110622_A1202103056#16006#9005549697154643,110622/A1202103056#16006#9005549697154643.wav,KỂ CHUYỆN NÀNG BẠCH TUYẾT VÀ BẢY CHÚ LÙN,KỂ CHUYỆN NÀNG BẠCH TUYẾT VÀ BẢY CHÚ LÙN,110622,1.7351142578125,4.353171874999997,['Tạp âm']
110622_A1112193579#2300#9005548030542714,110622/A1112193579#2300#9005548030542714.wav,PHÁT BÀI HÁT,PHÁT BÀI HÁT,110622,2.0873184814453123,4.810481323242187,"['Đọc khó nghe', 'Có từ tiếng Anh']"
110622_A1112193579#2300#9005549753718473,110622/A1112193579#2300#9005549753718473.wav,PHÁT BÀI HÁT ,PHÁT  BÀI HÁT ,110622,1.84775390625,2.47875,"['Đọc khó nghe', 'Có từ tiếng Anh']"
110622_A114076190#15966#9005548543703182,110622/A114076190#15966#9005548543703182.wav,TẮT ĐI,TẮT ĐI,110622,1.082957275390625,1.8267097167968749,['Tạp âm']
110622_A114076190#15966#9005548439788860,110622/A114076190#15966#9005548439788860.wav,HÉP PI BỚT DẦY,HAPPY BIRTHDAY,110622,3.3979517822265617,4.7772392578125,['Có từ tiếng Anh']
110622_A1112231189#2299#9005549938418062,110622/A1112231189#2299#9005549938418062.wav,GỌI EM,GỌI EM,110622,0.6291269531250001,1.0146308593750002,['Đọc khó nghe']
110622_A1202299077#15831#9005549653897953,110622/A1202299077#15831#9005549653897953.wav,GÌ KIA,GÌ KIA,110622,0.7756293838862554,1.2664746445497632,"['Tạp âm', 'Đọc khó nghe']"
110622_A1202299077#15831#9005549672135944,110622/A1202299077#15831#9005549672135944.wav,DỪNG NHẠC,DỪNG NHẠC,110622,1.4152151658767769,2.020302749105424,['Tạp âm']
110622_A1118618037#15794#9005549923036379,110622/A1118618037#15794#9005549923036379.wav,KỂ CHUYỆN KHÁC,KỂ CHUYỆN KHÁC,110622,3.0199366488326844,4.678528696498054,['Tạp âm']
110622_A1118618037#15794#9005549695990261,110622/A1118618037#15794#9005549695990261.wav,KỂ CHUYỆN TỚI MƯỜI GIỜ,KỂ CHUYỆN TỚI 10 GIỜ,110622,1.3644625486381323,3.692912208171206,['Tạp âm']
110622_A1118618037#15794#9005549839207160,110622/A1118618037#15794#9005549839207160.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.864840710116732,2.583920233463035,['Tạp âm']
110622_A1113485206#2295#9005550456383430,110622/A1113485206#2295#9005550456383430.wav,MỞ NHỮNG BÀI HÁT CỦA BẢO YẾN,MỞ NHỮNG BÀI HÁT CỦA BẢO YẾN,110622,1.9663229571984435,4.027091439688719,['Audio trống']
110622_A1203619428#15791#9005550034762351,110622/A1203619428#15791#9005550034762351.wav,ĐĂNG KIỂM,ĐĂNG KIỂM,110622,3.0098223492217886,4.932955374513618,['Đọc khó nghe']
110622_A1202448247#2294#9005548389686635,110622/A1202448247#2294#9005548389686635.wav,TẮT ĐÈN HẮC,TẮT ĐÈN HACK,110622,1.279112024665981,2.2616320657759497,['Có từ tiếng Anh']
110622_A1202473922#15763#9005549667788686,110622/A1202473922#15763#9005549667788686.wav,THIẾU NHI, THIẾU NHI,110622,1.2074604316546766,1.93476798561151,['Đọc khó nghe']
110622_A1202473922#15763#9005548128098744,110622/A1202473922#15763#9005548128098744.wav,ĐẶT BÁO THỨC LÚC NĂM GIỜ CHIỀU NAY,ĐẶT BÁO THỨC LÚC 5 GIỜ CHIỀU NAY,110622,1.273710174717369,2.8437885405960945,"['Tạp âm', 'Đọc khó nghe']"
110622_A1202473922#15763#9005549905203055,110622/A1202473922#15763#9005549905203055.wav,TẮT ĐÈN SÂN,TẮT ĐÈN SÂN,110622,1.130953237410072,1.9902203237410092,['Tạp âm']
110622_A1202473922#15763#9005548487040358,110622/A1202473922#15763#9005548487040358.wav,HAI MƯƠI LĂM THÁNG TƯ LÀ THỨ MẤY,25 THÁNG 4 LÀ THỨ MẤY,110622,1.030964542651593,2.5743468653648494,['Tạp âm']
110622_A1202473922#15763#9005549924346774,110622/A1202473922#15763#9005549924346774.wav,NHẠC ĐÉ VƯƠNG,NHẠC ĐẾ  VƯƠNG,110622,1.424830421377184,2.948927286742035,['Tạp âm']
110622_A1202473922#15763#9005547954507003,110622/A1202473922#15763#9005547954507003.wav,GÀ GẤY,GÀ GÁY,110622,0.5605693730729697,1.1917178828365902,"['Tạp âm', 'Đọc khó nghe']"
110622_A1112490306#15740#9005548356759107,110622/A1112490306#15740#9005548356759107.wav,BẬT ĐÈN PHÒNG,BẬT ĐÈN PHÒNG,110622,1.8203982528263103,2.5318697327852004,['Tạp âm']
110622_A114822743#15738#9005548663133221,110622/A114822743#15738#9005548663133221.wav,MỞ NHẠC,MỞ NHẠC,110622,1.4614940904419322,1.961494090441932,['Tạp âm']
110622_A114822743#15738#9005549188539195,110622/A114822743#15738#9005549188539195.wav,MỞ LIÊN KHÚC BÔ LE RÔ LƯU CHÍ VỸ,MỞ LIÊN KHÚC BOLERO LƯU CHÍ VỸ,110622,1.5318490493319628,4.238106815486303,['Có từ tiếng Anh']
110622_A114822743#15738#9005549141156508,110622/A114822743#15738#9005549141156508.wav,TẮT ĐÈN PHÒNG KHÁCH,TẮT ĐÈN PHÒNG KHÁCH,110622,1.5613183453237407,2.669297147995888,['Tạp âm']
110622_A1203098537#15734#9005549302985272,110622/A1203098537#15734#9005549302985272.wav,TẮT ĐÈN SAN THƯỢNG,TẮT ĐÈN SÂN THƯỢNG,110622,1.5234082733812953,2.4415557553956826,['Tạp âm']
110622_A1203098537#15734#9005548522807463,110622/A1203098537#15734#9005548522807463.wav,TĂNG ÂM LƯỢNG,TĂNG ÂM LƯỢNG,110622,2.6906165273909006,3.1378296193129067,['Tạp âm']
110622_A1119506062#15731#9005549048418042,110622/A1119506062#15731#9005549048418042.wav,TỐI NAY CÓ MƯA KHÔNG,TỐI NAY CÓ MƯA KHÔNG,110622,1.7265058316430018,3.1021262677484787,['Tạp âm']
110622_A1203844388#15700#9005550206326868,110622/A1203844388#15700#9005550206326868.wav,MÃ BÀI ANH MUỐN EM SỐNG SAO,MÃ BÀI ANH MUỐN EM SỐNG SAO,110622,1.64,4.03,['Tạp âm']
110622_A1203844388#15700#9005550086674538,110622/A1203844388#15700#9005550086674538.wav,MỞ NHẠC MITS SHOP,MỞ NHẠC MI SHOP,110622,1.283716911764706,2.292503296146045,['Có từ tiếng Anh']
110622_A1203844388#15700#9005550370719561,110622/A1203844388#15700#9005550370719561.wav,MỞ NHẠC MÔ ZA,MỞ NHẠC MOZA,110622,1.0128556034482754,2.117568965517241,['Có từ tiếng Anh']
110622_A1203844388#15700#9005550350806869,110622/A1203844388#15700#9005550350806869.wav,DỪNG LẠI,DỪNG LẠI,110622,1.948933696754564,2.453256211967547,['Tạp âm']
